"","NO.","url","Coding.combination","Date"
"1117",1191,"http://lite.epaper.timesofindia.com/getpage.aspx?pageid=8&pagesize=&edid=ETD&edlabel=ETD&mydateHid=16-12-2009&pubname=Economic+Times+-+Delhi&edname=Delhi&publabel=ET","GP, A2, D2+ID2, IT7",2009-12-01
"1118",1192,"http://www.indianexpress.com/news/all-frozen-at-the-summit-all-wait-for-obama-and-a-miracle/554772/0","GP, A2, D2+ID2+D4, IT7",2009-12-01
"1119",1193,"http://www.indianexpress.com/news/un-panel-issues-new-draft-us-sticks-to-transparency-demand/554712/0","GP, A1, D2+ D4, IT2",2009-12-01
"1120",1194,"http://www.financialexpress.com/news/india-fears-climate-talks-will-collapse/554542/0","GP, A1, ID2, IT7",2009-12-01
"1121",1195,"http://www.hindustantimes.com/world-news/india/US-lowered-the-bar-for-climate-talks/Article1-487092.aspx","GP, IA2, ID2, IT9",2009-12-01
"1122",1196,"http://www.hindustantimes.com/Turbulent-Tuesday-All-you-need-to-know/H1-Article3-487025.aspx","GP, A2, IT6",2009-12-01
"1123",1197,"http://www.business-standard.com/india/news/jairam-battles-to-keep-india-outemission-cuts/379699/","GP, A2, ID2+D2, IT2",2009-12-01
"1124",1198,"http://www.hindu.com/2009/12/16/stories/2009121657640100.htm","GP, A2, D2+ID2+D4, IT7",2009-12-01
"1125",1199,"http://www.hindustantimes.com/Poor-nations-stall-global-climate-talks-seek-voice/H1-Article3-487081.aspx","GP, A2, D2, IT9",2009-12-01
"1126",1200,"http://www.indianexpress.com/news/walk-in/554692/0","GP, IA5, IT8",2009-12-01
"1127",1201,"http://www.livemint.com/2009/12/15224943/India-says-lack-of-clarity-may.html","GP, A1, ID2, IT2",2009-12-01
"1128",1208,"http://lite.epaper.timesofindia.com/getpage.aspx?pageid=19&pagesize=&edid=&edlabel=CAP&mydateHid=16-12-2009&pubname=&edname=&publabel=TOI","GP, A2, IT8",2009-12-01
"1129",1210,"http://lite.epaper.timesofindia.com/getpage.aspx?pageid=20&pagesize=&edid=&edlabel=CAP&mydateHid=16-12-2009&pubname=&edname=&publabel=TOI","GP, IA5, IT2",2009-12-01
"1130",1211,"http://lite.epaper.timesofindia.com/getpage.aspx?pageid=12&pagesize=&edid=ETD&edlabel=ETD&mydateHid=16-12-2009&pubname=Economic+Times+-+Delhi&edname=Delhi&publabel=ET","GP, A6, T9",2009-12-01
"1131",1212,"http://www.indianexpress.com/news/india-australia-join-hands-for-solar-research/554711/0","GP, IA2, D1+D5, IT6 ",2009-12-01
"1132",1213,"http://www.indianexpress.com/news/amritsar-village-gets-countrys-first-commercial-solar-power-plant/554709/0","IP, IA2, ID2, IT4",2009-12-01
"1133",1214,"http://www.financialexpress.com/news/india-and-china-are-the-most-decisive-factors/554546/0","GP, IA5, IT2",2009-12-01
"1134",1215,"http://www.hindustantimes.com/Something-rotten/H1-Article1-486958.aspx","GP, IA5, IT2",2009-12-01
"1135",1216,"http://www.hindustantimes.com/Climate-change-refugees-reach-Copenhagen/H1-Article3-487029.aspx","GP, A2, D2+D7+D8, IT1",2009-12-01
"1136",1217,"http://www.hindustantimes.com/Let-s-not-leave-carbon-debts-future-generations-can-t-pay/H1-Article3-487028.aspx","GP, IA2, ID2, IT1",2009-12-01
"1137",1218,"http://www.livemint.com/Articles/PrintArticle.aspx?artid=31DFE96E-E995-11DE-95AD-000B5DABF613","GP, A2, D2+D7+D8, IT1",2009-12-01
"1138",1219,"http://www.business-standard.com/india/news/un%5Cs-lackorganisation-lets-down-thousands-in-copenhagen/379700/","BZ, A2, D2+ID5+D8, IT9",2009-12-01
"1139",1220,"http://www.thehindubusinessline.com/2009/12/16/stories/2009121650630900.htm","IP, A5, IT1",2009-12-01
"1140",1221,"http://www.thehindubusinessline.com/2009/12/16/stories/2009121650640900.htm","GP, IA5, IT3",2009-12-01
"1141",1222,"http://www.hindu.com/2009/12/16/stories/2009121657271800.htm","BZ, A1, IT9",2009-12-01
"1142",1223,"http://www.hindu.com/2009/12/16/stories/2009121660801800.htm","BZ, A2,  D3+ID5, IT9",2009-12-01
"1143",1224,"http://www.hindu.com/2009/12/16/stories/2009121655410900.htm","GP, A6, D8+D5+D6, T9",2009-12-01
"1144",1225,"http://online.wsj.com/article/SB126082776435591089.html","GP, A6, D6+D5, T6",2009-12-01
"1145",1227,"http://lite.epaper.timesofindia.com/getpage.aspx?pageid=12&pagesize=&edid=&edlabel=CAP&mydateHid=17-12-2009&pubname=&edname=&publabel=TOI","BZ, A2, D8, IT9",2009-12-01
"1146",1232,"http://www.indianexpress.com/news/danish-draft-reappears/555137/0","GP, A2, D2+ID2, IT8",2009-12-01
"1147",1233,"http://www.financialexpress.com/news/COP-chiefs-announcement-on-new-texts-prompts-criticism/555004/","GP, A1, ID2, IT9",2009-12-01
"1148",1234,"http://www.business-standard.com/india/storypage.php?autono=379803","GP, A2, D2+ID2, IT8",2009-12-01
"1149",1235,"http://lite.epaper.timesofindia.com/getpage.aspx?pageid=8&pagesize=&edid=ETD&edlabel=ETD&mydateHid=17-12-2009&pubname=Economic+Times+-+Delhi&edname=Delhi&publabel=ET","GP, A2, D2+ID2, IT8",2009-12-01
"1150",1237,"http://epaper.indianexpress.com/IE/IEH/2009/12/17/index.shtml","GP, A1, T7",2009-12-01
"1151",1238,"http://www.indianexpress.com/news/pm-heads-for-frozen-summit-today/555222/0","GP, A2, ID2, IT2",2009-12-01
"1152",1239,"http://www.livemint.com/2009/12/17004618/Leaders-may-have-no-deal-to-si.html","GP, A2, D2+ID2, IT8",2009-12-01
"1153",1240,"http://www.hindustantimes.com/Grim-forecast-for-climate-talks/H1-Article3-487495.aspx","GP, A2, D2+ID2, IT8",2009-12-01
"1154",1241,"http://www.hindu.com/2009/12/17/stories/2009121759000100.htm","GP, A2, ID2, IT7",2009-12-01
"1155",1242,"http://beta.thehindu.com/news/national/article66247.ece","GP, IA2, ID2, IT2",2009-12-01
"1156",1248,"http://www.indianexpress.com/news/nrega-and-climate-change/555219/0","IP, IA5, ID2, IT4",2009-12-01
"1157",1249,"http://www.business-standard.com/india/news/co2-emission-by-indian-power-plants-increases/379828/","IP, IA2, IT1",2009-12-01
"1158",1250,"http://www.business-standard.com/india/news/nitin-desaicopenhagen-climate-circus/379733/","GP, IA5, IT8",2009-12-01
"1159",1251,"http://www.livemint.com/Articles/PrintArticle.aspx?artid=D464C61A-EA61-11DE-8F0F-000B5DABF613","GP, A2, IT10",2009-12-01
"1160",1252,"http://www.livemint.com/2009/12/16223636/Smart-growth-sans-Copenhagen.html","IP, IA5, IT2  ",2009-12-01
"1161",1253,"http://www.hindustantimes.com/Presenting-HT-s-stars-of-the-summit/H1-Article3-487465.aspx","GP, A2, IT10",2009-12-01
"1162",1254,"http://www.thehindubusinessline.com/2009/12/17/stories/2009121750150900.htm","BZ, IA5, IT6 ",2009-12-01
"1163",1255,"http://www.hindu.com/seta/2009/12/17/stories/2009121750061300.htm","S, A1, D1, T1",2009-12-01
"1164",1256,"http://www.hindu.com/2009/12/17/stories/2009121761731700.htm","BZ, A2, D8, IT9",2009-12-01
"1165",1257,"http://lite.epaper.timesofindia.com/getpage.aspx?pageid=20&pagesize=&edid=&edlabel=CAP&mydateHid=18-12-2009&pubname=&edname=&publabel=TOI","GP, A2, D2+ID2, IT9",2009-12-01
"1166",1258,"http://lite.epaper.timesofindia.com/getpage.aspx?pageid=1&pagesize=&sections=yes&edid=ET&edlabel=ETM&mydateHid=18-12-2009&pubname=Economic+Times+-+Mumbai&edname=Mumbai&publabel=ET","GP, A2, IT8",2009-12-01
"1167",1259,"http://www.indianexpress.com/news/hillary-booster-is-longterm-aid-with-conditions/555635/0","GP, A2, ID2+D2+ID3, IT6",2009-12-01
"1168",1260,"http://www.financialexpress.com/news/Clinton-puts-transparency-rider-on-100bn-fund/555506/","GP, A1, D2, IT8",2009-12-01
"1169",1261,"http://epaper.business-standard.com/bsepaper/svww_zoomart.php?Artname=20091218aA001101009&ileft=480&itop=261&zoomRatio=130&AN=20091218aA001101009","GP, A2, D2, IT4",2009-12-01
"1170",1262,"http://www.hindu.com/2009/12/18/stories/2009121858240100.htm","GP, A2, ID2+D2, IT4",2009-12-01
"1171",1264,"http://www.indianexpress.com/news/crack-in-summit-ice/555785/0","GP, A2, D2+ID2, IT4",2009-12-01
"1172",1265,"http://www.financialexpress.com/news/climate-talks-badly-handled-says-ramesh/555501/","GP, A2, ID2, IT9",2009-12-01
"1173",1266,"http://www.financialexpress.com/news/PM-seeks-constructive-steps-to-combat-global-warming/555502/","GP, IA1, ID2, IT2",2009-12-01
"1174",1267,"http://www.hindustantimes.com/Last-minute-crumbs-at-Copenhagen-Summit/H1-Article3-487773.aspx","GP, A1, D2+ID2, T8",2009-12-01
"1175",1268,"http://www.hindustantimes.com/special-news-report/News-Feed/Saving-Copenhagen-a-deal-at-a-time/Article1-487858.aspx","GP, A2, IT8",2009-12-01
"1176",1269,"http://www.livemint.com/2009/12/17220920/Saving-Copenhagen-one-deal-at.html","GP, A2, IT8",2009-12-01
"1177",1270,"http://epaper.business-standard.com/bsepaper/svww_zoomart.php?Artname=20091218aZ012101001&ileft=7&itop=59&zoomRatio=130&AN=20091218aZ012101001","GP, A2, ID2, IT1",2009-12-01
"1178",1271,"http://www.thehindubusinessline.com/2009/12/18/stories/2009121850380900.htm","GP, IA5, IT2",2009-12-01
"1179",1272,"http://www.hindu.com/2009/12/18/stories/2009121858080100.htm","GP, IA2, ID2, IT6",2009-12-01
"1180",1273,"http://www.hindu.com/2009/12/18/stories/2009121861021700.htm","GP, A6, D2, T3",2009-12-01
"1181",1274,"http://www.hindu.com/2009/12/18/stories/2009121860881300.htm","GP, A2, D2+ID2, IT4",2009-12-01
"1182",1275,"http://www.livemint.com/2009/12/17233845/Lastminute-crumbs-at-Copenhag.html","GP, A2, D2+ID2, IT8",2009-12-01
"1183",1276,"http://lite.epaper.timesofindia.com/getpage.aspx?pageid=3&pagesize=&edid=&edlabel=CAP&mydateHid=18-12-2009&pubname=&edname=&publabel=TOI","GP, A2, IT9",2009-12-01
"1184",1282,"http://lite.epaper.timesofindia.com/getpage.aspx?pageid=17&pagesize=&edid=ET&edlabel=ETM&mydateHid=18-12-2009&pubname=Economic+Times+-+Mumbai&edname=Mumbai&publabel=ET","GP, A1, D2+ D3, T8",2009-12-01
"1185",1283,"http://www.indianexpress.com/news/who-is-giving-what/555633/0","GP, A1, T6",2009-12-01
"1186",1284,"http://www.indianexpress.com/news/nasa-google-offer-more-precise-emission-tracking/555617/","S, A1, D6, T6",2009-12-01
"1187",1285,"http://www.financialexpress.com/news/india-inc-on-track-to-pare-greenhouse-gases/555545/0","BZ, IA2, D6+ D3, IT4",2009-12-01
"1188",1286,"http://www.financialexpress.com/news/carbon-credits-to-boost-electric-2wheeler-sector/555546/0","BZ, IA2, ID6, IT4",2009-12-01
"1189",1287,"http://www.financialexpress.com/news/column-street-lessons-in-climate-governance/555484/0","GP, A5, IT9",2009-12-01
"1190",1288,"http://www.hindustantimes.com/Cabinet-may-consider-carbon-capture-project/H1-Article3-487862.aspx","IP, IA2, ID2+D5, IT6",2009-12-01
"1191",1290,"http://epaper.business-standard.com/bsepaper/svww_zoomart.php?Artname=20091218aT008101002&ileft=-7&itop=299&zoomRatio=130&AN=20091218aT008101002","BZ, IA2, ID6, IT4",2009-12-01
"1192",1291,"http://www.hindu.com/2009/12/18/stories/2009121860811100.htm","IP, A2, ID1, IT2",2009-12-01
"1193",1292,"http://www.livemint.com/2009/12/17211735/A-patent-Copenhagen-solution.html","GP, A5, IT2",2009-12-01
"1194",1294,"http://lite.epaper.timesofindia.com/getpage.aspx?pageid=2&pagesize=&edid=&edlabel=ETD&mydateHid=19-12-2009&pubname=&edname=&publabel=ET","GP, A2, IT8",2009-12-01
"1195",1295,"http://lite.epaper.timesofindia.com/getpage.aspx?pageid=1&pagesize=&sections=yes&edid=TOID&edlabel=CAP&mydateHid=19-12-2009&pubname=Times+of+India+-+Delhi&edname=Delhi&publabel=TOI","GP, A1, IT8",2009-12-01
"1196",1296,"http://lite.epaper.timesofindia.com/getpage.aspx?pageid=12&pagesize=&edid=TOID&edlabel=CAP&mydateHid=19-12-2009&pubname=Times+of+India+-+Delhi&edname=Delhi&publabel=TOI","GP, A2,  D2+ID2, IT6",2009-12-01
"1197",1299,"http://lite.epaper.timesofindia.com/getpage.aspx?pageid=19&pagesize=&edid=TOID&edlabel=CAP&mydateHid=19-12-2009&pubname=Times+of+India+-+Delhi&edname=Delhi&publabel=TOI","GP, A2, IT9",2009-12-01
"1198",1300,"http://www.indianexpress.com/news/all-work-to-save-face-earth-waits/556381/0","GP, A2, D2+ID2, IT7",2009-12-01
"1199",1301,"http://www.indianexpress.com/news/in-the-chill-indiachina-warmth-was-for-all-to-see/556374/0","GP, A2, D2+ID2, IT4",2009-12-01
"1200",1302,"http://www.financialexpress.com/news/outcome-short-of-expectation-but-a-significant-milestone/556154/0","GP, A2, D2+ID2, IT7",2009-12-01
"1201",1303,"http://in.news.yahoo.com/32/20091219/1066/twl-accord-to-end-climate-discord.html","GP, A2, D4, IT6",2009-12-01
"1202",1304,"http://www.hindustantimes.com/special-news-report/News-Feed/Respect-need-for-development-PM/Article1-488242.aspx","GP, A2, ID2+ ID3+ID5, IT2",2009-12-01
"1203",1305,"http://in.news.yahoo.com/32/20091219/1066/twl-a-promise-unlikely-to-be-kept.html","S, A2, D5+D1+D4, IT1 ",2009-12-01
"1204",1306,"http://www.livemint.com/2009/12/18234322/A-promise-unlikely-to-be-kept.html","S, A2, D5+D1+D4, IT1",2009-12-01
"1205",1307,"http://www.livemint.com/2009/12/18234225/World-hammers-out-draft-accord.html","GP, A2, D4+D3+ID3+ID2, IT6",2009-12-01
"1206",1308,"http://epaper.business-standard.com/bsepaper/svww_zoomart.php?Artname=20091219aA001101019&ileft=474&itop=252&zoomRatio=130&AN=20091219aA001101019","GP, A2, D2 +ID2, IT1",2009-12-01
"1207",1309,"http://epaper.business-standard.com/bsepaper/svww_zoomart.php?Artname=20091219a_007101006&ileft=9&itop=55&zoomRatio=130&AN=20091219a_007101006","IP, A2, IT8",2009-12-01
"1208",1310,"http://www.hindu.com/2009/12/19/stories/2009121958920100.htm","GP, A2, D2+ID2, IT7",2009-12-01
"1209",1311,"http://lite.epaper.timesofindia.com/getpage.aspx?pageid=5&pagesize=&edid=&edlabel=ETD&mydateHid=19-12-2009&pubname=&edname=&publabel=ET","BZ, IA2, IT6",2009-12-01
"1210",1316,"http://www.indianexpress.com/news/will-switch-to-eco-lights-solar-heaters-delhi-to-copenhagen/556311/0","IP, IA2, ID2, IT6",2009-12-01
"1211",1317,"http://www.indianexpress.com/news/leaders-follow-us/556292/0","GP, A6, T2",2009-12-01
"1212",1318,"http://www.hindustantimes.com/special-news-report/News-Feed/India-China-s-CDM-success-becomes-the-world-s-envy/Article1-488259.aspx","GP, A2 D2+ID6+D4, IT6",2009-12-01
"1213",1319,"http://www.livemint.com/2009/12/18210020/Copenstock--The-great-climate.html","BZ, A2, IT4",2009-12-01
"1214",1320,"http://epaper.business-standard.com/bsepaper/svww_zoomart.php?Artname=20091219aN015101001&ileft=0&itop=739&zoomRatio=130&AN=20091219aN015101001","S, IA5, IT2",2009-12-01
"1215",1321,"http://epaper.business-standard.com/bsepaper/svww_zoomart.php?Artname=20091219aZ016101003&ileft=5&itop=61&zoomRatio=130&AN=20091219aZ016101003","GP, IA4, D2+ID2,  IT10",2009-12-01
"1216",1322,"http://www.moneycontrol.com/news/features/feature-climatic-cracksdoom-surfacegreen-bhutan_431255.html","S, A1, D2+D4+D7",2009-12-01
"1217",1323,"http://ca.news.yahoo.com/s/afp/091217/oddities/un_climate_warming_dinner_offbeat","BZ, A1, T10",2009-12-01
"1218",1325,"http://lite.epaper.timesofindia.com/getpage.aspx?pageid=13&pagesize=&edid=&edlabel=CAP&mydateHid=20-12-2009&pubname=&edname=&publabel=TOI","GP, A2, IT8",2009-12-01
"1219",1326,"http://lite.epaper.timesofindia.com/getpage.aspx?pageid=14&pagesize=&edid=&edlabel=CAP&mydateHid=20-12-2009&pubname=&edname=&publabel=TOI","GP, A2, IT9",2009-12-01
"1220",1327,"http://lite.epaper.timesofindia.com/getpage.aspx?pageid=5&pagesize=&edid=ET&edlabel=ETM&mydateHid=20-12-2009&pubname=Economic+Times+-+Mumbai&edname=Mumbai&publabel=ET","GP, A2, D2+ID2+D4, IT9",2009-12-01
"1221",1329,"http://epaper.indianexpress.com/IE/IEH/2009/12/20/ArticleHtmls/20_12_2009_006_004.shtml?Mode=1","GP, A2, D2, IT8",2009-12-01
"1222",1330,"http://www.indianexpress.com/news/no-big-deal-only-a-facesaver-in-the-end/556734/0","GP, A2, D2+ID2, IT6",2009-12-01
"1223",1331,"http://www.indianexpress.com/news/salvaging-a-winwin-from-a-failed-meet/556725/0","GP, A2, ID2, IT8",2009-12-01
"1224",1332,"http://www.financialexpress.com/news/back-to-basic-at-copenhagen/556560/0","GP, A2, D2+D4, IT6",2009-12-01
"1225",1333,"http://www.financialexpress.com/news/when-obama-was-taken-by-surprise/556562/0","GP, A2, D2, IT8",2009-12-01
"1226",1334,"http://epaper.business-standard.com/bsepaper/svww_zoomart.php?Artname=20091220aA001101008&ileft=-1&itop=249&zoomRatio=130&AN=20091220aA001101008","GP, A1, D2+D4, T6",2009-12-01
"1227",1335,"http://www.hindustantimes.com/Climate-pact-in-place-but-falls-short/H1-Article3-488528.aspx","GP, A2, D4, IT9",2009-12-01
"1228",1336,"http://www.hindustantimes.com/special-news-report/world-news/How-the-climate-deal-was-struck/Article1-488523.aspx","GP, A2, ID2+D2, IT8",2009-12-01
"1229",1337,"http://www.hindu.com/2009/12/20/stories/2009122058730100.htm","GP, A2, ID2+D4, IT6",2009-12-01
"1230",1338,"http://www.hindu.com/2009/12/20/stories/2009122060900800.htm","GP, A1, D2+D4+D3, T8",2009-12-01
"1231",1339,"http://www.hindu.com/2009/12/20/stories/2009122060890800.htm","GP, A1, T6",2009-12-01
"1232",1340,"http://www.hindu.com/2009/12/20/stories/2009122060880800.htm","GP, A2, D2, IT9",2009-12-01
"1233",1341,"http://lite.epaper.timesofindia.com/getpage.aspx?pageid=3&pagesize=&edid=&edlabel=CAP&mydateHid=20-12-2009&pubname=&edname=&publabel=TOI","BZ, IA2, ID8, IT4",2009-12-01
"1234",1346,"http://blogs.timesofindia.indiatimes.com/right-and-wrong/entry/climate-talk-india-needs-to","GP, IA5, IT9",2009-12-01
"1235",1347,"http://www.indianexpress.com/news/delhi-metro-on-track-to-earn-carbon-credits/556699/0","BZ, IA2, ID6, IT4 ",2009-12-01
"1236",1348,"http://epaper.indianexpress.com/IE/IEH/2009/12/20/ArticleHtmls/20_12_2009_015_003.shtml?Mode=1","S, IA4, D2+D5, IT6",2009-12-01
"1237",1350,"http://lite.epaper.timesofindia.com/getpage.aspx?pageid=16&pagesize=&edid=&edlabel=CAP&mydateHid=21-12-2009&pubname=&edname=&publabel=TOI","GP, IA2, IT8 ",2009-12-01
"1238",1353,"http://lite.epaper.timesofindia.com/getpage.aspx?pageid=18&pagesize=&edid=&edlabel=CAP&mydateHid=21-12-2009&pubname=&edname=&publabel=TOI","GP, IA5, IT9",2009-12-01
"1239",1354,"http://lite.epaper.timesofindia.com/getpage.aspx?pageid=2&pagesize=&edid=ETD&edlabel=ETD&mydateHid=21-12-2009&pubname=Economic+Times+-+Delhi&edname=Delhi&publabel=ET","GP, IA2, ID2, IT6",2009-12-01
"1240",1355,"http://lite.epaper.timesofindia.com/getpage.aspx?pageid=14&pagesize=&edid=ETD&edlabel=ETD&mydateHid=21-12-2009&pubname=Economic+Times+-+Delhi&edname=Delhi&publabel=ET","GP, IA5, IT2",2009-12-01
"1241",1356,"http://www.business-standard.com/india/news/un-climate-meet-showedold-north-south-divide-outdated/380211/","GP, A2, IT2",2009-12-01
"1242",1357,"http://epaper.livemint.com/ArticleText.aspx?article=21_12_2009_004_002&kword=&mode=1","GP, A2, D4+D2+D1, IT9",2009-12-01
"1243",1358,"http://epaper.livemint.com/ArticleText.aspx?article=21_12_2009_022_001&kword=&mode=1","GP, IA5, IT9",2009-12-01
"1244",1359,"http://www.indianexpress.com/news/Obama-hails--breakthrough-/556987","GP, A1, D2+D3IT2",2009-12-01
"1245",1360,"http://www.indianexpress.com/news/what-the-accord-says-leaves-unsaid/556986/0","GP, A1, T6",2009-12-01
"1246",1361,"http://www.indianexpress.com/news/silver-linings/556927/0","GP, IA5, IT9",2009-12-01
"1247",1362,"http://www.hindu.com/2009/12/21/stories/2009122154421400.htm","GP, A1, D2, T2",2009-12-01
"1248",1363,"Nothing much at Copenhagen http://www.thehindubusinessline.in/bline/2009/12/21/stories/2009122150470800.htm","GP, IA5, IT5",2009-12-01
"1249",1366,"http://www.indianexpress.com/news/copenhagen-deal-weak-deeply-ambiguous-cpm/556989/0","IP, IA2, ID2, IT9",2009-12-01
"1250",1367,"http://www.hindu.com/2009/12/21/stories/2009122159431000.htm","IP, IA2, ID2, IT9",2009-12-01
"1251",1368,"http://www.hindustantimes.com/special-news-report/rssfeed/Copenhagen-deal-will-open-Pandora-s-box/Article1-488782.aspx","IP, IA2, ID2, IT9",2009-12-01
"1252",1369,"http://www.indianexpress.com/news/climate-good-deal-says-jairam-to-address-rs/556991/0","IP, IA1, ID2, IT2",2009-12-01
"1253",1370,"http://www.hindu.com/2009/12/21/stories/2009122154161000.htm","IP, IA1, ID2, IT2",2009-12-01
"1254",1372,"http://epaper.business-standard.com/bsepaper/svww_zoomart.php?Artname=20091221aP005101008&ileft=595&itop=591&zoomRatio=280&AN=20091221aP005101008","GP, IA1, D8, IT6",2009-12-01
"1255",1373,"http://www.indianexpress.com/news/allegations-in-uk-daily-are-climate-sceptics-lies-says-pachauri/557027/0","GP, IA2, D8+D5, IT2",2009-12-01
