link_works,repeat,date,Month,Year,Publications,Source,author,City,headline,content,Link,url,theme,theme2,oldtheme,oldtheme2,oldtheme3,impact location if intl,source of the reports,Source of news-gathering,News Initiating body,,,Passive,Types of talking heads,,,TONE,"sub-national policies or impacts (state, city, ecosystem)",name,equity & justice/ burden sharing,problem or the ask,,,temp ambition,Mit or Adpt,default adaptation (communities adaptive approaches) or maladaptation (poor devp choiceS),NAPCC/SAPCC,CO-BENEFITS,IPCC AR5,"COP number (about or around specific cop),COP(in general)","NON-COP CONVENTIONS (G20, BASIC meet, Montreal protocol)",fulltext,RS/LS
,,2,Jan,2012,ET,No byline,,MUMBAI,Flights to 27 EU nations will have to pay carbon tax,"From January 1, carbon emissions by aircraft flying into 27 European Union (EU) countries, including the UK will be measured as the airline industry will come under the EU emission trading scheme, making carriers that exceed their carbon limit liable to pay a carbon tax.",http://economictimes.indiatimes.com/news/news-by-industry/transportation/airlines-/-aviation/flights-to-27-eu-nations-will-have-to-pay-carbon-tax/articleshow/11335129.cms,http://economictimes.indiatimes.com/news/news-by-industry/transportation/airlines-/-aviation/flights-to-27-eu-nations-will-have-to-pay-carbon-tax/articleshow/11335129.cms,MPT,GPBZ,IP,BZ,,ACDC,IA2,IB9,IC1,C1,Govt of India and EU,,,,,IT6,,,,,,,,Mit,,,,,,joint-International Civil Aviation Organisation ( ICAO) declaration,,
,,2,Jan,2012,BS,Reuters,,,Lufthansa to pass carbon scheme costs to passengers,"Germany's biggest airline said on Monday it will add the costs from the ETS to its fuel surcharge, becoming the first carrier to provide details of how it plans to cope with the additional burden.",http://business-standard.com/india/news/lufthansa-to-pass-carbon-scheme-costs-to-passengers/154262/on,http://business-standard.com/india/news/lufthansa-to-pass-carbon-scheme-costs-to-passengers/154262/on,GBBZ,,BZ,,,AC,A1,B8,C5,,Lufthansa,,D6,,,T6,,,,,,,,Mit,,,,,,,,
,,16,Jan,2012,IE,Reporter,Sumegha Gulati,New Delhi,Delhi Metro makes a profit by reducing its carbon footprint,"fter earning carbon credits through regenerative braking, the Delhi Metro Rail Corporation (DMRC) is now making profits from its second project â€” Modal Shifts â€” by successfully reducing its carbon footprint and selling the credits thus earned in the international market.",http://indianexpress.com/article/cities/delhi/delhi-metro-makes-a-profit-by-reducing-its-carbon-footprint/,http://indianexpress.com/article/cities/delhi/delhi-metro-makes-a-profit-by-reducing-its-carbon-footprint/,ICM,,IP,,,IND,IA2,IB1,IC1,,DMRC,,ID2,,,IT4,,,,,,,,Mit,,,COB BAU,,,,,
,Repeat,16,Jan,2012,ET,No byline,,New Delhi,"Delhi Metro removes more carbon than it adds, says DMRC","NEW DELHI: In a special presentation on the Delhi Metro at the climate change talks in Paris, DMRC said that the system is carbon neutral, removing more carbon from the atmosphere than it contributes.",https://economictimes.indiatimes.com/industry/transportation/railways/delhi-metro-removes-more-carbon-than-it-adds-says-dmrc/articleshow/50073707.cms,https://economictimes.indiatimes.com/industry/transportation/railways/delhi-metro-removes-more-carbon-than-it-adds-says-dmrc/articleshow/50073707.cms,ICM,,IP,,,IND,IA2,B3,IC1,,DMRC,,ID2,,,IT4,,,,,,,,Mit,,,,,,,,
,,16,Jan,2012,HDU,no byline,,,Metro helps prevent global warming,"Every commuter who chooses the Delhi Metro over a car or a bus contributes in reduction in emission of roughly 100 mg of carbon dioxide for every trip of 10 kilometres. Noting the contribution made by metro commuters to reduce global warming, the Japan International Cooperation Agency (JICA), that has funded the Delhi Metro, has urged every citizen who has not taken the metro yet to do so on World Environment Day and contribute directly towards saving the environment.",http://www.thehindu.com/news/cities/Delhi/metro-helps-prevent-global-warming/article4783642.ece,http://www.thehindu.com/news/cities/Delhi/metro-helps-prevent-global-warming/article4783642.ece,IPL,ICM,IP,,,IND,IA1,B1,C3,,JICA,,D10,,,IT4,,,,,,,,Mit,,,COB BAU,,,,,
,,16,Jan,2012,BS,No byline,,Mumbai/Bangalore,GMR Energy commissions 25 MW solar power plant,"GMR Energy Limited (GEL) a subsidiary of GMR Infrastructure Limited, has commissioned its first 25 MW Solar Power Plant at Patan district in Gujarat at a cost of Rs 300 crore. This plant also marks GMR Groupâ€™s foray into the Renewable Energy space.",http://www.business-standard.com/india/news/gmr-energy-commissions-25-mw-solar-power-plant/461877/,http://www.business-standard.com/india/news/gmr-energy-commissions-25-mw-solar-power-plant/461877/,IPE,,IP,,,IND,IA2,IB8,IC5,,GMR Energy Limited (GEL),,,,,IT6,,,,,,,,mit,,,,,,,,
,extra,16,Jan,2012,BS,Opinion,Arushi Thakur & Suheil Murgai,,Is India ready for a green drive?,"Three lakh electric vehicles on the roads by 2020 would mean a reduction of over 16 lakh metric tons of pollution and savings of over Rs 3,700 crore in foreign exchange over the same period.",http://www.business-standard.com/india/news/is-india-ready-forgreen-drive/461866/,http://www.business-standard.com/india/news/is-india-ready-forgreen-drive/461866/,IPBZ,,BZ,,,IND,IA5,IB2,IC1,C1,govt incentives for Evs,P,,,,IT6,,,,,,,,mit,,,COB BAU,,,,,
NO link,,30,Jan,2012,ET,AFP,,,Climate-driven heat peaks may shrink wheat crops,"More intense heat waves due to global warming could diminish wheat crop yields around the world through premature ageing, according to a study published Sunday in Nature Climate Change",,,GS,,S,,,GLO,A1,B4,C6,,Stanford,,D1,,,T1,,,,,,,,,,,,IPCC,,,,
,,30,Jan,2012,TOI,No byline,,CHANDIGARH,Chandigarh set to be a model solar city,"As part of the plan to develop Chandigarh into a solar city, UT administration has decided to set up a solar cell, which would provide consultancy to departments for adding features of tapping solar energy in upcoming buildings. The cell will work for the development for renewable energy projects and energy conservation programmes.",http://timesofindia.indiatimes.com/articleshow/11681312.cms,http://timesofindia.indiatimes.com/articleshow/11681312.cms,IPE,,IP,,,IND,IA2,IB1,IC1,IC6,Govt of Chandigargh and TERI,,,,,IT6,CY,Chandigargh,,,,,,Mit,,,,,,,,
,,30,Jan,2012,HBL,Reporter,"ASHWINI PHADNIS
 SHISHIR SINHA",new Delhi,Retaliatory action likely against EU for carbon tax on airlines from India,"India could consider taking retaliatory action against the European Union for imposing a carbon tax on airlines operating from India. On the other hand, India will again try to build pressure on EU for withdrawal of the carbon tax when over 20 nations meet in Moscow on February 20 to discuss the issue.",http://www.thehindubusinessline.com/industry-and-economy/article2845392.ece?homepage=true&ref=wl_home,http://www.thehindubusinessline.com/industry-and-economy/article2845392.ece?homepage=true&ref=wl_home,MPT,TRC,IP,GP,,IND,IA2,IB9,IC1,C1,Govt of India and EU,,ID2,,,IT1,,,,BP,TIN,,,Mit,,,,,,,,
,,2,Feb,2012,BS,no byline,,new Delhi,Serious charges at National Solar Mission,"The Union ministry of new and renewable energy (MNRE) is in the eye of a storm over allotment of power plants under the National Solar Mission, in the first batch of its ambitious plans to install 20,000 Mw of grid-connected solar power by 2022.",http://www.business-standard.com/india/news/serious-charges-at-national-solar-mission/463514/,http://www.business-standard.com/india/news/serious-charges-at-national-solar-mission/463514/,IPBZ,,IP,,,IND,IA2,IB1,IC4,IC1,CSE investigation on solar allocations under solr mission,,ID3,ID6,,IT8,,,,,,,,Mit,,NAPCC,,,,,,
,,2,Feb,2012,HDU,IANS,,,Bisons adapted to climate change,"Ancient bison bones discovered at a Canadian goldmine are helping unravel the mystery about how animals adapt to rapid environmental change, a study reveals.", http://www.thehindu.com/sci-tech/science/article2851155.ece,http://www.thehindu.com/sci-tech/science/article2851155.ece,GS,,S,,,GLO,IA1,B4,C7,,,,,,,IT6,,,,,,,,,,,,,,,,
,,2,Feb,2012,TOI,PTI,,New Delhi,Himachal to be the 1st state to become carbon-neutral by 2020:Dhumal,"Himachal Pradesh would be the first state in the country to become carbon neutral by 2020 by undertaking ""carbon smart growth"", chief minister Prem Kumar Dhumal claimed here today.",The Times of India: http://articles.timesofindia.indiatimes.com/2012-02-02/developmental-issues/31016730_1_carbon-emission-panchayats-ghg,http://articles.timesofindia.indiatimes.com/2012-02-02/developmental-issues/31016730_1_carbon-emission-panchayats-ghg,IPL,ICM,IP,,,IND,IA1,IB1,IC1,IC6,,,ID2,,,IT4,SB,Himachal Pradesh,,,,,,M&A,,,,,,,,
,extra,2,Feb,2012,TOI,Reporter,Swati Chandra,VARANASI,Oceans play important role in climate change,"""Oceans and climate are linked to each other. Far from the static, Atlantic Ocean contributes a lot to climate change,"" shared Prof A D Singh, department of geology, Banaras Hindu University (BHU). He has returned recently from an ocean expedition to Atlantic Ocean.",Times of India: http://articles.timesofindia.indiatimes.com/2012-02-02/developmental-issues/31016664_1_climate-change-joides-resolution-shipboard-scientists,http://articles.timesofindia.indiatimes.com/2012-02-02/developmental-issues/31016664_1_climate-change-joides-resolution-shipboard-scientists,IS,,IS,,,IND,IA2,IB6,IC7,,"Prof A D Singh, department of geology, Banaras Hindu University",,ID5,,,IT6,,,,,,,,,,,,,,,,
,extra,2,Feb,2012,HBL,Reporter,ADITI NIGAM,New Delhi,"Collective global will lacking to fight climate change, says PM","The Prime Minister, Dr Manmohan Singh, on Thursday said there appeared to be a â€œlack of collective global willâ€ù to solve the problem of climate change, which could not be fought individually.",The Hindu Business Line: http://www.thehindubusinessline.com/industry-and-economy/economy/article2853216.ece,http://www.thehindubusinessline.com/industry-and-economy/economy/article2853216.ece,MPT,IPL,IP,,,IND,IA2,IB1,IC1,,Manmohan singh on collective will,,ID2,,,IT8,,,BP,CBDR,DCDI,ACHR,,,,,,,,,,
no link,repeat,2,Feb,2012,TOI,No byline,,,Lack of collective will on climate change: Manmohan Singh,,,:,MPT,IPL,IP,,,IND,IA2,IB1,IC1,,Manmohan singh on collective will,,ID2,,,IT8,,,BP,CBDR,DCDI,ACHR,,,,,,,,,"NEW DELHI, FEB 2: 
 The Prime Minister, Dr Manmohan Singh, on Thursday said there appeared to be a â€œlack of collective global willâ€ù to solve the problem of climate change, which could not be fought individually.
 
 â€œ...it is necessary to recognise that currently there appears to be a lack of collective global will to address this problem with the seriousness it deserves,â€ù he said at the inauguration of the 12th edition of the Delhi Sustainable Development Summit organised by TERI.
 
 Noting that the per capita emission in developed countries was 10 to 12 times than that of those in developing countries, Dr Singh said it was necessary to cut total emissions, but a way must be found so that countries are not deprived of their right to develop.
 
 He said India was committed to the cause of sustainable development and would play a constructive role to ensure that a â€œfair and equitableâ€™â€™ agreement is reached at globally.
 
 Recalling the Rio Declaration on Environment and Development of 1992, he said it had stated that the right to development must be fulfilled to equitably meet the needs of present and future generations. It also recognised that eradicating poverty was an indispensable requirement for sustainable development.
 
 Towards this, Indiaâ€™s Twelfth Plan was being designed to ensure significant benefits for climate change along with inclusive and sustainable development, he said.",
,repeat,2,Feb,2012,IE,No byline,,,Lack of global will to tackle climate problem: PM,"Pointing out that per capita emission in industrialised countries is 10 to 12 times that of those in developing countries,Prime Minister Manmohan Singh today said there appears to be a Â“lack of willÂ” in the global community to tackle climate change.",http://indianexpress.com/article/cities/delhi/lack-of-global-will-to-tackle-climate-problem-pm/,http://indianexpress.com/article/cities/delhi/lack-of-global-will-to-tackle-climate-problem-pm/,MPT,IPL,IP,,,IND,IA2,IB1,IC1,C1,Manmohan singh on collective will & Arnie at DSDS,,ID2,,,IT8,,,BP,CBDR,DCDI,ACHR,,Mit,,,,,,,,
,repeat,2,Feb,2012,DNA,PTI,,,Global community lacks will to tackle climate problem: PM,"Noting that per capita emission in developed countries is 10 to 12 times that of those in developing countries, Prime Minister Manmohan Singh today said there appears to be a ""lack of will"" in the global community to tackle the problem of climate change.
 
 ""...it is necessary to recognise that currently there appears to be a lack of collective global will to address this problem with the seriousness it deserves,"" he said at a function here.",Daily News & Analysis: http://www.dnaindia.com/india/report_global-community-lacks-will-to-tackle-climate-problem-pm_1645046,http://www.dnaindia.com/india/report_global-community-lacks-will-to-tackle-climate-problem-pm_1645046,MPT,,IP,,,IND,IA1,IB1,IC1,C1,Manmohan singh on collective will,,ID2,,,IT8,,,BP,CBDR,DCDI,UNFCCC,,,,,,,COP,,,
,,16,Feb,2012,TOI,Reporter,Nikhil Deshmukh,PUNE,Climate change hits grape crop,"The sharp and sudden drop in temperature in the second week of February has caused damage to grape and banana cultivations and vegetable crop in Nashik, Pune, Aurangabad and Osmanabad districts.",The Times of India: http://timesofindia.indiatimes.com/city/pune/Climate-change-hits-grape-crop/articleshow/11906004.cms,http://timesofindia.indiatimes.com/city/pune/Climate-change-hits-grape-crop/articleshow/11906004.cms,IS,,IS,,,IND,IA2,IB5,IC1,,MAHARASTRA state horticulture department.,,ID2,,,IT1,SB,Maharastra,,,,,,,,,,,,,,
,,17,Feb,2012,TOI,No byline,,New Delhi,Equity remains central plank of Indian climate stance: Manmohan Singh,"Prime Minister Manmohan Singh has told chief climate negotiators of South Africa, Brazil and China that 'equity' and the principle of 'common but differentiated responsibilities' will remain central to India's stance at the UN talks as the world negotiates a post-2020 climate regime. He also said India would continue to work closely with the BASIC nations and the developing countries group of G77+China.",The Times of India: http://articles.timesofindia.indiatimes.com/2012-02-17/developmental-issues/31071195_1_durban-platform-climate-talks-targets-for-emission-reductions,http://articles.timesofindia.indiatimes.com/2012-02-17/developmental-issues/31071195_1_durban-platform-climate-talks-targets-for-emission-reductions,MPT,,IP,GP,,DC,IA2,B3,IC1,C2,Manmohan singh AT BASIC meet,,ID2,,,IT4,,,BP,CBDR,UNFCCC,,,,,,,,COP,,,
,,17,Feb,2012,TOI,Reporter,Suresh SHARMA,Manali,Snow decline in Lahaul sparks global warming fears,"Contrary to the heavy snowfall in Himachal Pradesh, the snow desert of the state -- Lahaul-Spiti -- has received negligible snow this year, triggering global warming fears in the Himalayan regions. Minimum 15 feet of snowfall is normal in the district every year but it did not snow beyond 5 feet this time.",The Times of India: http://articles.timesofindia.indiatimes.com/2012-02-17/global-warming/31070503_1_global-warming-lahaul-spiti-snowfall,http://articles.timesofindia.indiatimes.com/2012-02-17/global-warming/31070503_1_global-warming-lahaul-spiti-snowfall,IS,,IS,,,IND,IA2,IB5,IC9,,Locals in laul Spiti and GB pant,,ID7,ID5,,IT1,,,,,,,,,,,,,,,,
no link,extra,17,Feb,2012,AA,IANS,,Washington,"In 40 years, US could face water crisis","Global warming and climate change are likely to unfold a water crisis in the United States within the next 40 years, says a new report. It concluded that seven in 10 of the more than 3,100 US counties could face risk of fresh water shortages. The report includes maps that identify those places.",,:,GS,,S,,,US,IA1,B1,C6,,Tetra Tech Inc,,D5,,,T1,,,,,,,,,,,,,,,"Global warming and climate change are likely to unfold a water crisis in the United States within the next 40 years, says a new report.
 
 It concluded that seven in 10 of the more than 3,100 US counties could face risk of fresh water shortages. The report includes maps that identify those places.
 
 Sujoy B. Roy, director for research and development (R and D), Tetra Tech Inc., Lafayette, US, and colleagues explain that population growth is expected to increase the demand for water for municipal use and for power generation beyond existing levels.
 
 Global climate change threatens to reduce water supplies due to decreased rainfall and other factors compared to levels in the 20th century, the Journal of Environmental Science and Technology reports.
 
 Roy's group developed a ""water supply sustainability risk index"" that takes into account water withdrawal, projected growth, susceptibility to drought, projected climate change and other factors in individual US counties for the year 2050, according to an American Chemical Society statement.
 
 Roy's team used the index to conclude that climate change could foster an ""extreme"" risk of water shortages that may develop in 412 counties in southern and southwestern states and in the southern Great Plains.
 
 ""This is not intended as a prediction that water shortages will occur, but rather where they are more likely to occur, and where there might be greater pressure on public officials and water users to better characterize, and creatively manage demand and supply,"" Roy said.",
